nl_query,db
"List all dance performances by a specific choreographer.
",graph
"Find all coding languages used in emerging startups.
",graph
"Retrieve all public figures with connections to the UN.
",graph
"List all airlines with a hub in North America.
",graph
"Find all sculptures linked to a famous artist.
",graph
"Retrieve all discovered connections between two phenomena.
",graph
"List all local communities with shared annual events.
",graph
"Find all landmarks in a UNESCO heritage site.
",graph
"Retrieve all publishing houses with award-winning titles.
",graph
"List all government policies involving AI.
",graph
"Find all libraries with special collections on art.
",graph
"Retrieve all food recipes shared in cooking networks.
",graph
"List all tech companies in the same innovation cluster.
",graph
"Find all cycling routes in a specific urban area.
",graph
"Retrieve all news articles linking specific events.
",graph
"List all poets who contributed to a literary magazine.
",graph
"Find all vineyards from the same wine-making region.
",graph
"Retrieve all environmental studies with multi-country data.
",graph
"List all patents related to renewable energy technologies.
",graph
"Find all professional athletes engaged in multiple sports.
",graph
"Retrieve all brands endorsed by a particular celebrity.
",graph
"List all partners in research collaborations.
",graph
"Find all train lines passing through specific stations.
",graph
"Retrieve all fashion designers associated with a trend.
",graph
"What is the shortest path between node A and node B?
",graph
"Find all direct friends of user X.
",graph
"Identify all immediate neighbors of node C.
",graph
"What are the common connections between user Y and user Z?
",graph
"List all nodes connected to node D within two hops.
",graph
"Retrieve all routes from city V to city W with a maximum of three stops.
",graph
"Which employees are directly supervised by manager E?
",graph
"Find all movies directed by director F.
",graph
"Who are the mutual friends of user U and user V?
",graph
"Which authors have collaborated with author G?
",graph
"List all products bought together with product H.
",graph
"Identify nodes with no incoming connections.
",graph
"What are the most influential nodes in the network?
",graph
"Find all flights departing from airport I.
",graph
"Retrieve all books by author J published after 2015.
",graph
"Which organizations have partnerships with company K?
",graph
"Discover all songs by artist L in genre M.
",graph
"Who are the top influencers in category N?
",graph
"Identify all users who liked post O.
",graph
"How many followers does user P have?
",graph
"Find employees who have worked in both department Q and department R.
",graph
"List all skills endorsed by employee S.
",graph
"What projects are team T currently working on?
",graph
"Find all recipes that include ingredient U.
",graph
"Who has co-starred in movies with actor V?
",graph
"Identify the direct reports of employee W.
",graph
"List all publications co-authored by scientist X.
",graph
"Find all groups joined by member Y.
",graph
"Which servers are part of subnet Z?
",graph
"Who has cited paper A' in their work?
",graph
"List all endpoints reachable from node B'.
",graph
"Identify all users with at least three mutual connections with user C'.
",graph
"What are the most liked posts in category D'?
",graph
"Retrieve all ancestors of node E' up to two generations back.
",graph
"Find all subclasses of class F'.
",graph
"Which events are related to event G'?
",graph
"Identify all competitors of company H'.
",graph
"List all followers of influencer I' who have more than 1000 followers themselves.
",graph
"What are the interconnected components in the network?
",graph
"Retrieve all comments under blog post J'.
",graph
"Find all articles referenced in document K'.
",graph
"Who are the direct neighbors of vertex L'?
",graph
"List all product categories a customer M' has purchased from.
",graph
"Identify all projects associated with client N'.
",graph
"What languages are spoken by at least two of employee O's connections?
",graph
"Retrieve all dependencies for software package P'.
",graph
"Find all predecessors of task Q' in the project timeline.
",graph
"Which courses are prerequisites for course R'?
",graph
"List all departments involved in project S'.
",graph
"Who are the primary contacts for node T'?
",graph
"Identify the central hub nodes in the transportation network.
",graph
"What are the top three most followed topics by user U'?
",graph
"Retrieve all nodes reachable from node V' within three degrees of separation.
",graph
"Find all mentors for employee W'.
",graph
"Which artists have collaborated with artist X' on albums?
",graph
"List all components used in assembly Y'.
",graph
"Identify all transactions initiated by account Z'.
",graph
"What software versions depend on library A''?
",graph
"Retrieve all tags associated with image B''.
",graph
"Find all job roles reporting to position C''.
",graph
"Which research papers are cited the most by document D''?
",graph
"List all conferences attended by participant E''.
",graph
"Identify all subordinates of supervisor F'' up to two levels down.
",graph
"What are the key themes in posts by user G''?
",graph
"Retrieve all network devices connected to switch H''.
",graph
"Find all destinations reachable from station I'' within five stops.
",graph
"Which users have bookmarked article J''?
",graph
"List all activities part of the program K''.
",graph
"Identify all network outages reported for system L''.
",graph
"What are the most common paths leading to node M''?
",graph
"Retrieve all endorsements for skill N''.
",graph
"Find all involved parties in contract O''.
",graph
"Which repositories are forked from project P''?
",graph
"List all sessions hosted by speaker Q''.
",graph
"Identify all widgets part of dashboard R''.
",graph
"Who frequently collaborates with developer S''?
",graph
"Retrieve all playlists containing song T''.
",graph
"Find all endpoints affected by firewall rule U''.
",graph
"Which policies are related to rule V''?
",graph
"List all contracts associated with vendor W''.
",graph
"Identify all law amendments relevant to statute X''.
",graph
"What projects has architect Y'' worked on?
",graph
"Retrieve all clients serviced by consultant Z''.
",graph
"Find all direct relatives of individual A'''.
",graph
"Which resources are tagged under project B'''?
",graph
"List all ingredients in menu item C'''.
",graph
"Identify all teams involved in initiative D'''.
",graph
"What are the primary exports of country E'''?
",graph
"Retrieve all child nodes under parent node F'''.
",graph
"Find all musicians in band G'''.
",graph
"Which scripts are dependencies for application H'''?
",graph
"List all faculties offering course I'''.
",graph
"Identify all resellers of product J'''.
",graph
"What documents are part of archive K'''?
",graph
"Retrieve all lessons created by instructor L'''.
",graph
"Find all shared interests between user M''' and user N'''.
",graph
"Which actors are frequently cast by director O'''?
",graph
"List all active tickets assigned to agent P'''.
",graph
"Identify all datasets used in research Q'''.
",graph
"What are the key findings of study R'''?
",graph
"Retrieve all movies starring actor S'''.
",graph
"Find all application components affected by bug T'''.
",graph
"Which travel packages include destination U'''?
",graph
"List all properties managed by realtor V'''.
",graph
"Identify all chapters in book W'''.
",graph
"What hobbies are listed by user X'''?
",graph
"Retrieve all online courses available under category Y'''.
",graph
"Find all public repositories owned by user Z'''.
",graph
"Which licenses are applicable to software A''''?
",graph
"List all active jobs in pipeline B''''.
",graph
"Identify all algorithms implemented by engineer C''''.
",graph
"What transportation links are connected to hub D''''?
",graph
"Retrieve all workshop sessions attended by participant E''''.
",graph
"Find all tutorials written by blogger F''''.
",graph
"Find all direct friends of John.
",graph
"List the movies directed by Christopher Nolan.
",graph
"Show all employees who report directly to Mary.
",graph
"What are the common interests between Alice and Bob?
",graph
"List all countries connected by a trade agreement with Germany.
",graph
"Identify the shortest path between node A and node B.
",graph
"Find all nodes connected to node X within two hops.
",graph
"Who are the mutual friends of Mike and Sarah?
",graph
"Which products are frequently purchased together?
",graph
"List all projects managed by department X.
",graph
"Who has co-authored papers with Dr. Smith?
",graph
"Show the hierarchy of the tech department.
",graph
"Which cities have flight connections with New York?
",graph
"Find all ancestors of node Z.
",graph
"Identify influencers in the social network.
",graph
"What are John's professional connections in London?
",graph
"List all articles linked to the subject Quantum Computing.
",graph
"Find all books written by J.K. Rowling.
",graph
"What are the direct dependencies of package A?
",graph
"Show all roads leading to Los Angeles.
",graph
"What databases are related to Big Data?
",graph
"List all nodes with the label ""Customer"".
",graph
"Who purchased product Y in the last month?
",graph
"Find all issues assigned to user X.
",graph
"List people who have completed Project Alpha.
",graph
"Which students are enrolled in both course A and course B?
",graph
"Identify all paths from source S to destination D.
",graph
"Show all devices connected to the network.
",graph
"List all patents held by company X.
",graph
"Find movies featuring both actor A and actor B.
",graph
"Who are the main contributors to repository Z?
",graph
"Identify all events hosted by organization Y.
",graph
"What are the career paths of alumni from University Z?
",graph
"List all companies within the same industry as company X.
",graph
"Find all nodes that are leaf nodes.
",graph
"Who are node Z's indirect friends?
",graph
"Show all transactions exceeding $10,000.
",graph
"List all posts tagged with ""Machine Learning"".
",graph
"Find all projects with a status of ""Completed"".
",graph
"Show all nodes connected to the ""Internet of Things"" cluster.
",graph
"List all communities John is a part of.
",graph
"Find all products in the electronics category.
",graph
"Which banks operate in country X?
",graph
"Identify all conferences attended by employee Y.
",graph
"What are the upcoming events in location L?
",graph
"List all suppliers of company Z.
",graph
"Show the relationship path between person A and company B.
",graph
"Find all employees with skills in Java.
",graph
"What are the top ten most followed accounts?
",graph
"List all friends of friends of person C.
",graph
"Identify countries bordering country N.
",graph
"Which authors write in the genre Science Fiction?
",graph
"Find all tags associated with the user account K.
",graph
"List all items in the user's shopping cart.
",graph
"Who has made changes to the document ""Project Proposal""?
",graph
"Find all cities within 100 miles of Paris.
",graph
"List all users with administrator privileges.
",graph
"Show all executables in the software release.
",graph
"What regulations affect the telecommunications industry?
",graph
"Find all team members of the marketing department.
",graph
"Which travelers have visited both city A and city B?
",graph
"List all partners of corporation Y in the last five years.
",graph
"Show the full tree of dependencies for task T.
",graph
"Identify all secured connections to server R.
",graph
"Who are the recipients of the 2022 award?
",graph
"Show all neighboring nodes of node P.
",graph
"What are the points of interest in region R?
",graph
"Find all tournaments won by player X.
",graph
"List all related technologies to blockchain.
",graph
"Who are the siblings of character C in the story?
",graph
"Show all data transactions from January 2022.
",graph
"Find all books translated to French.
",graph
"Which cities are connected by high-speed rail?
",graph
"List all presentations given by team B.
",graph
"Identify all retailers for brand M.
",graph
"What are the titles published by the press house H?
",graph
"Find all direct reports of manager N.
",graph
"Show all peers of user profile Z.
",graph
"List all museums located in district D.
",graph
"Identify all renewable energy sources in location L.
",graph
"What are the active volcanoes near country J?
",graph
"Find all open-source projects by developer D.
",graph
"Show the complete lineage of object O.
",graph
"List all Linux distributions in use in the organization.
",graph
"Who are the main organizers of event E?
",graph
"Identify all cybersecurity compromises reported in 2023.
",graph
"Show all branches of the retail chain in city B.
",graph
"Find all election candidates affiliated with party P.
",graph
"List the top influencers on topic T.
",graph
"What are the communication channels used by team X?
",graph
"Identify all historical landmarks in state S.
",graph
"Show the popularity trend of product Z over time.
",graph
"List all favorite genres of the user account Y.
",graph
"Find all connections between investor A and startups.
",graph
"Show the full employment history of John Doe.
",graph
"What foods contain the ingredient X?
",graph
"List all associated accounts with email address E.
",graph
"Identify all endangered species in ecosystem E.
",graph
"Show all possible outcomes for decision node D.
",graph
"Find all graphic designs created by artist A.
",graph
"List all public APIs provided by platform Q.
",graph
"What are the symptoms linked to disease D?
",graph
"Identify all diplomatic missions in country C.
",graph
"Show the influences of musician M in the genre.
",graph
"Find all nodes with no in-degrees.
",graph
"List all recurring events in the community calendar.
",graph
"Show all elements of national culture for country Z.
",graph
"What books are frequently cited by professionals in domain D?
",graph
"Identify sources of articles published by journalist J.
",graph
"List all endangered languages spoken in region R.
",graph
"Show all institutions offering scholarships in field F.
",graph
"What files have been modified in project repository R?
",graph
"Identify the major export commodities of country U.
",graph
"Show the crosslinks between chapter C and others.
",graph
"Find all endangered habitats in the biosphere reserve.
",graph
"List all water bodies located within city limits of X.
",graph
"What are the weather patterns observed in area A over the past decade?
",graph
"Show all travel destinations featured in tour package P.
",graph
"Identify all musical compositions by composer K.
",graph
"List all records of activities for member I.
",graph
"Show all literary works that have won a Pulitzer Prize.
",graph
"Find all case studies related to artificial intelligence.
",graph
"What are the possible risk factors analyzed for project Y?
",graph
"Identify all medications containing the chemical C.
",graph
"Show the collaboration history between companies A and B.
",graph
"List all nodes that result from the transformation rule R.
",graph
"Who are all the direct and indirect connections of node A?
",graph
"What is the shortest path between user X and user Y?
",graph
"Find all the friends of friends for user Z.
",graph
"Which nodes are connected by more than one type of edge to node B?
",graph
"List all the direct reports under manager C in an organizational chart.
",graph
"Find all the common friends between user D and user E.
",graph
"What are the mutual interests of person F and person G?
",graph
"Identify all nodes within three degrees of separation from node H.
",graph
"What are the most influential nodes in this network based on centrality?
",graph
"Which nodes form a cycle with node I?
",graph
"Find all nodes that have no outgoing edges.
",graph
"List all nodes that have a specific property key with value greater than X.
",graph
"Identify isolated subgraphs in the network.
",graph
"Find all sibling nodes of node J in a hierarchy.
",graph
"What are the top three most connected nodes?
",graph
"Find all nodes that are two edges away from node K in the network.
",graph
"Which nodes have the same set of neighbors as node L?
",graph
"List all nodes that have a direct friendship relationship with node M.
",graph
"Which nodes have received the most incoming relationships labeled 'endorses'?
",graph
"Identify the nodes that are frequently co-mentioned with node N.
",graph
"Retrieve all movie titles directed by director P featuring actor Q.
",graph
"Find all products that are often bought together with product R.
",graph
"Identify clusters or communities within the social network.
",graph
"Find all employees who have worked under both manager S and manager T.
",graph
"Retrieve all the projects that employee U has contributed to.
",graph
"What are the top three trending topics in the network based on mentions?
",graph
"Identify all nodes that have a symmetrical relationship with node V.
",graph
"List all the authors who have co-authored papers with author W.
",graph
"Find the longest path between node X and node Y.
",graph
"Retrieve all publications that cite both paper A and paper B.
",graph
"Which users have attended more than three events in the past month?
",graph
"Identify all the nodes connected through a specific sequence of relationships.
",graph
"Find nodes with similar connection patterns to node C.
",graph
"List all transactions involving both customer Y and product Z.
",graph
"Retrieve companies that have partnerships with certain organizations.
",graph
"Identify all the influencers in a given topic area.
",graph
"Find all the contributors to open source projects starting with 'G'.
",graph
"List all employees who have the same job title and manager.
",graph
"What are the potential fraud rings based on transaction patterns?
",graph
"Identify suppliers who have provided materials for more than five projects.
",graph
"Find the top ten nodes with the most care edges.
",graph
"List all the hashtags related to a trending event.
",graph
"Retrieve all direct flight routes between two airports.
",graph
"Identify the geographical regions with the most networked users.
",graph
"Find all nodes with both friend and foe relationships.
",graph
"Determine which users have the same birthday as user Q.
",graph
"Identify all book genres read by more than a hundred readers.
",graph
"Retrieve all sports teams that player R has been a part of.
",graph
"Find all the nodes sharing more than two communal events.
",graph
"What are the recurring motifs in this network of nodes?
",graph
"Identify the top collaborators of researcher S.
",graph
"Find all influencers whose follower's follower count exceeds a thousand.
",graph
"List all cities connected by three hops in this transportation network.
",graph
"Find products bought together across more than four transactions.
",graph
"List authors published in both journals X and Y.
",graph
"Retrieve all paths between customer A and service B with cost limits.
",graph
"Identify users viewing the same legal documents.
",graph
"Which pages do users with similar reading patterns visit?
",graph
"Find all nodes connected through a 'trust' relationship.
",graph
"Determine the connection path count between any two nodes.
",graph
"Retrieve all subcategories linked to main category M.
",graph
"Discover financial connections of interest between company D, E, and F.
",graph
"List international students attending sports events.
",graph
"Uncover correlation between cooking styles and ingredients.
",graph
"Identify frequency shared actions of connected devices.
",graph
"Find all architects who've participated in cross-country projects.
",graph
"Which travelers visited overlapping tourist locations?
",graph
"Identify shared protocols among computer networks.
",graph
"List all currencies used in marketing across regions.
",graph
"Find occupations networking most in conferences together.
",graph
"Reveal co-laboratory associations in scientific research.
",graph
"List commonly shared digital assets in creative fields.
",graph
"Trace through lineage discrepancies in historical archives.
",graph
"Evaluate network bridges forming between ethnic groups.
",graph
"Chart all migratory patterns encapsulating specific traits.
",graph
"Identify art influences spanning across distinct timelines.
",graph
"Find scholars publishing on similar scientific phenomena.
",graph
"Explore connections involving emergent business sectors.
",graph
"Retrieve any ecological links bridging habitats.
",graph
"Identify all cooperative initiatives between non-profits.
",graph
"Highlight transitional patterns between citizens and states.
",graph
"Track monetary flows encompassing complex economic systems.
",graph
"Identify multiple collaborations within a music album.
",graph
"List companions sharing housing agreements during travels.
",graph
"Reveal hyperreal abstracts exchanged by visual artists.
",graph
"Extract timeline deviations in storytelling forms.
",graph
"Discover co-developing tech applicable cross-industry.
",graph
"Find joint academic publications from tenured faculties.
",graph
"Map channel partnerships beyond geographic conglomerates.
",graph
"Determine governance protocols aligning across councils.
",graph
"Group change-makers rallying behind particular global causes.
",graph
"Chart variations in educational approaches by institution.
",graph
"Reveal person-to-person exchanges hinting at cultural trends.
",graph
"Discover nodes acting as key repositories in information networks.
",graph
"List collaboration increases in remote setups post-incident.
",graph
"Connect any nonlinear articulations within intellectual compositions.
",graph
"Retrieve multi-tiered endorsements involving social advocacy.
",graph
